,db_count,db_score,im_count,im_score,name,roi,roi_count
2149,1,7.07887197376,1,7.70266507132,Ahna O'Reilly,17.8864911111,1
2150,3,6.60964784792,3,5.9585570525,Jim Carter,0.468029908556,3
2151,2,7.38051605466,2,7.48095642486,Susan Blommaert,1.05167385088,2
2152,8,6.68924836927,9,6.56948754497,Jake Busey,1.03142880123,7
2153,1,3.96188313781,1,3.17980868354,John Topor,0.487992840909,1
2154,1,9.08983251309,1,6.90451394406,Jillian Estell,2.39656011111,1
2155,1,5.97284367713,1,6.28372973398,Kenneth Colley,2.22380952381,1
2156,23,6.98269560014,23,6.91222554916,Charlize Theron,1.0881174209,22
2157,1,6.9783239468,1,7.70266507132,Lydia Wilson,0.705235816216,1
2158,2,7.17942000073,3,7.31837008412,Lois Smith,6.2810128925,3
2159,1,6.17393973107,1,7.2592477784,Casey Gooden,60.68,1
2160,7,6.76286388901,8,6.32807146327,Kevin Zegers,3.59388245058,6
2161,3,5.93932766815,3,5.75162898247,Alice Greczyn,1.29930290065,3
2162,1,8.08435224342,1,7.70266507132,Simon Chandler,0.04417878,1
2163,1,5.97284367713,1,6.10636281681,Timothée Chalamet,1.54614558824,1
2164,2,5.31928150185,2,5.97333762893,Chris Gauthier,0.934849701049,2
2165,2,6.42530979848,2,6.77148875619,Larry Joe Campbell,0.893482045468,2
2166,1,6.27448775803,2,6.90451394406,Evan Ross,0.4244155,1
2167,1,6.9783239468,1,7.08188086123,Alexandra Silber,2.87902444,1
2168,2,5.87229565017,2,6.10636281681,Obba Babatundé,1.53158309444,2
2169,11,6.82293154148,11,6.93676247446,Olivia Williams,1.33733288092,10
2170,1,5.7717476232,1,5.75162898247,William Butler,6.84642892857,1
2171,6,6.54261582994,6,6.77148875619,Tia Carrere,3.12214046682,6
2172,1,6.17393973107,1,7.34793123698,Jean-Claude Dreyfus,0.317593530003,1
2173,2,5.06791143444,2,5.30821168955,Ashley Bell,12.9014142889,2
2174,5,7.44084487084,5,7.63171830445,Quentin Tarantino,1.65149742936,5
